"taxon_id","location_id","locality","occurrence_status","establishment_means","invasiveness","event_date","source","occurrence_remarks","country_code","scientific_name_id","accepted_name_usage_id","scientific_name","accepted_name_usage","taxonomic_status"
"100428","100428","Irish part of the Irish Sea and St. George's Channel","Established","Alien","Of concern","1960","Nehring, S.; Boestfleisch, C.; Buhmann, A.; Papenbrock, J. (2012). The North American toxic fungal pathogen G3 Claviceps purpurea (Fries) Tulasne is established in the German Wadden Sea. <em>BioInvasions Records.</em> 1(1): 5-10.","In the winter of 1960-1961, C. purpurea was detected in Townsend's cord-grass at Dublin Sites","IE","100428","100428","Claviceps purpurea","Claviceps purpurea","accepted"
"100471","100471","Ukraine","Reported","Alien","Uncertain","2001","Katsanevakis, S.; Bogucarskis, K.; Gatto, F.; Vandekerkhove, J.; Deriu, I.; Cardoso A.S. (2012). Building the European Alien Species Information Network (EASIN): a novel approach for the exploration of distributed alien species data. <em>BioInvasions Records.</em> 1: 235-245.",NA,NA,"100471","100471","Savoryella lignicola","Savoryella lignicola","accepted"
"100516","100516","Ukraine","Reported","Alien","Uncertain","2001","Katsanevakis, S.; Bogucarskis, K.; Gatto, F.; Vandekerkhove, J.; Deriu, I.; Cardoso A.S. (2012). Building the European Alien Species Information Network (EASIN): a novel approach for the exploration of distributed alien species data. <em>BioInvasions Records.</em> 1: 235-245.",NA,NA,"100516","100516","Cumulospora marina","Cumulospora marina","accepted"
"100872","100872","Atlantic Europe","present","Alien",NA,NA,"Streftaris, N.; Zenetos, A.; Papathanassiou, E. (2005). Globalisation in marine ecosystems: the story of non-indigenous marine species across European seas. <em>Oceanogr. Mar. Biol. Ann. Rev.</em> 43: 419-453.",NA,NA,"100872","100872","Diadumene cincta","Diadumene cincta","accepted"
"100872","100872","Mediterranean Sea","present","Alien",NA,NA,"Streftaris, N.; Zenetos, A.; Papathanassiou, E. (2005). Globalisation in marine ecosystems: the story of non-indigenous marine species across European seas. <em>Oceanogr. Mar. Biol. Ann. Rev.</em> 43: 419-453.",NA,NA,"100872","100872","Diadumene cincta","Diadumene cincta","accepted"
"100872","100872","North Sea","present","Alien",NA,NA,"Streftaris, N.; Zenetos, A.; Papathanassiou, E. (2005). Globalisation in marine ecosystems: the story of non-indigenous marine species across European seas. <em>Oceanogr. Mar. Biol. Ann. Rev.</em> 43: 419-453.",NA,NA,"100872","100872","Diadumene cincta","Diadumene cincta","accepted"
"100872","100872","Dutch part of the North Sea","Reported","Origin unknown","Uncertain","1925","Pax, F. (1936). Anthozoa. In: G. Grimpe & E. Wagler (eds.). Die Tierwelt der Nord- und Ostsee. Bd. IIIe.  Akad. Verlagsges., Becker & Erler, Leipzig. 317 pp.",NA,"NL","100872","100872","Diadumene cincta","Diadumene cincta","accepted"
"100872","100872","Italian part of the Adriatic Sea","Established","Alien","Not specified","1993","Birkemeyer, T. (1996). Aiptasiidae e Diadumenidae (Anthozoa, Actiniaria) del fouling in Laguna di Venezia. <em>Boll Mus civ St nat Venezia.</em> 46:63-85.",NA,"IT","100872","100872","Diadumene cincta","Diadumene cincta","accepted"
"100873","100873","German Bight","present","Alien",NA,NA,"Gollasch, S. & S. Nehring. (2006). National checklist for aquatic alien species in Germany. <em>Aquatic Invasions.</em> 1(4):245-269.",NA,NA,"100873","395099","Haliplanella luciae","Diadumene lineata","unaccepted"
"100906","100906","North Sea","present","Alien",NA,NA,"Streftaris, N.; Zenetos, A.; Papathanassiou, E. (2005). Globalisation in marine ecosystems: the story of non-indigenous marine species across European seas. <em>Oceanogr. Mar. Biol. Ann. Rev.</em> 43: 419-453.",NA,NA,"100906","100906","Nematostella vectensis","Nematostella vectensis","accepted"
"100906","100906","Canadian part of the Bay of Fundy","Reported","Alien","Not invasive","1965","Bailey, K.; Bleakney, J. S. (1966). First Canadian record of the brackish water anthozoan Nematostella vectensis Stephenson. <em>Canadian Field-Naturalist.</em> 80, 251-252.","Location : Minas Basin, in the Bay of Fundy, Nova Scotia","CA","100906","100906","Nematostella vectensis","Nematostella vectensis","accepted"
"100906","100906","United States part of the North Atlantic Ocean","Reported","Alien","Not invasive",NA,"Calder, Dale R. (1972) Phylum Cnidaria, Special Scientific Report, Virginia Institute of Marine Science 65: 97-102","Location : Spurwink River, near Portland, Maine (State)","US","100906","100906","Nematostella vectensis","Nematostella vectensis","accepted"
"100906","100906","United States part of the North Atlantic Ocean","Reported","Alien","Not invasive","1939","Crowell, S. (1946). A new sea anemone for Woods Hole, Massachusetts. <em>Journal of the Washington Academy of Sciences.</em> 36, 57-60.","Location : Woods Hole, Massachusetts (State)","US","100906","100906","Nematostella vectensis","Nematostella vectensis","accepted"
"100906","100906","United States part of the North Pacific Ocean","Reported","Alien","Not invasive","1946","Hand, C. (1957). Another sea anemone from California. <em>Journal of the Washington Academy of Sciences.</em> 47, 411-414.","Location : Alameda County, California<br/>Location : San Francisco Bay, California<br/>Year first introduced or recorded : Before 1973<br/>Location : San Francisco Bay, California<br/>Year first introduced or recorded : Before 1973<br/>Location : West coast: San Francisco Bay north to Puget Sound and the San Juan Islands, Washington; East coast: from North Carolina to Mississippi","US","100906","100906","Nematostella vectensis","Nematostella vectensis","accepted"
"100906","100906","United States part of the North Pacific Ocean","Reported","Alien","Not invasive",NA,"Hand, C.; Uhlinger, K. R. (1994). The Unique, Widely Distributed, Estuarine Sea Anemone, Nematostella vectensis Stephenson: A Review, New Facts, and Questions. Estuaries. 17(2): 501-508.","Location : Puget Sound, Washington (State)<br/>Year first introduced or recorded : Before 1973<br/>Location : San Juan Islands, Washington (State)<br/>Year first introduced or recorded : Before 1973<br/>Location : Spurwink River, near Portland, Maine (State)","US","100906","100906","Nematostella vectensis","Nematostella vectensis","accepted"
"100906","100906","United Kingdom","Reported","Alien","Not invasive",NA,"Sheader, M.; Suwailem, A. M.; Rowe, G. A. (1997). The anemone, Nematostella vectensis, in Britain: considerations for conservation management. <em>Aquatic Conservation: Marine and Freshwater Ecosystems.</em> 7(1): 13-25.","Location : Limited and localised distribution on the European coast (southeast England only, Norfolk to the Fleet).<br/>Location : Norfolk<br/>Location : Fleet<br/>Location : Isle of Wight, England",NA,"100906","100906","Nematostella vectensis","Nematostella vectensis","accepted"
"100906","100906","Brazil","Reported","Alien","Not invasive","2004","Silva, Janine F.; Lima, Carlos A. C.; Perez, Carlos D.; Gomes, Paula B. (2010) First record of the sea anemone Nematostella vectensis (Actiniaria: Edwardsiidae) in Southern Hemisphere waters, Zootaxa 2343: 66-68","Location : Recife",NA,"100906","100906","Nematostella vectensis","Nematostella vectensis","accepted"
"100906","100906","United States part of the North Atlantic Ocean","Reported","Alien","Not invasive",NA,"Posey, M. H.; Hines, A. H. (1991). Complex Predator-Prey Interactions within an Estuarine Benthic Community. <em>Ecology.</em> 72(6): 2155.","Location : Spurwink River, near Portland, Maine (State)","US","100906","100906","Nematostella vectensis","Nematostella vectensis","accepted"
"100987","100987","German Bight","present","Alien",NA,NA,"Gollasch, S. & S. Nehring. (2006). National checklist for aquatic alien species in Germany. <em>Aquatic Invasions.</em> 1(4):245-269.",NA,NA,"100987","100987","Cereus pedunculatus","Cereus pedunculatus","accepted"
"100991","100991","United States part of the North Atlantic Ocean","Reported","Alien","Not invasive",NA,"Fofonoff, P.W.; Ruiz, G.M.; Steves, B.; Carlton, J.T. (2014). National Exotic Marine and Estuarine Species Information System (NEMESIS)","Location : The only reported introduction is a persistent population in Salem Harbour, Massachusetts. (Hawthorne Cove Marina, Salem/MA/Salem Harbor (Massachusetts Bay) (2000, MIT Sea Grant 2003, persisting to at least 2010, MIT Sea Grant 2012))","US","100991","100991","Sagartia elegans","Sagartia elegans","accepted"
"100991","100991","Dutch part of the North Sea","Reported","Alien","Not invasive",NA,"Fofonoff, P.W.; Ruiz, G.M.; Steves, B.; Carlton, J.T. (2014). National Exotic Marine and Estuarine Species Information System (NEMESIS)",NA,"NL","100991","100991","Sagartia elegans","Sagartia elegans","accepted"
"100991","100991","United States part of the North Atlantic Ocean","Reported","Alien","Not invasive","2000","MIT Sea Grant. (2003-2008). Introduced and cryptogenic species of the North Atlantic.","Location : Hawthorne Cove Marina, in Salem Harbor, Massachusetts (State)","US","100991","100991","Sagartia elegans","Sagartia elegans","accepted"
"100991","100991","United States part of the North Atlantic Ocean","Reported","Alien","Not invasive","2000","Pederson, J., Bullock, R., Carlton, J., Dijkstra, J., Dobroski, N., Dyrynda, P., Fisher, R., Harris, L.Hobbs, N., Lambert, G., Lazo-Wasem, E., Mathieson, A., Miglietta, M., Smith, J., Smith J., and Tyrrell, M. (2005). Marine invaders in the Northeast. <em>MIT Sea Grant College Program, Cambridge.</em> Pp.","Location : Hawthorne Cove Marina, in Salem Harbor, Massachusetts (State)","US","100991","100991","Sagartia elegans","Sagartia elegans","accepted"
"100992","100992","United Kingdom part of the English Channel","Reported","Alien","Uncertain","1896","Walton, C.L. (1908). Notes on some Sagartiidae and Zoanthidae from Plymouth. <em>Journal of the Marine Biological Association of the United Kingdom.</em> 8: 207-214.","It has been known at Plymouth for a considerable period, being first observed in the Millbay Docks in 1896, and was identified by Mrs. Davenport in October, 1902.","GB","100992","395099","Sagartia luciae","Diadumene lineata","unaccepted"
"100993","100993","Langebaan Lagoon","present","Alien",NA,NA,"Robinson, T.B.,Griffiths, C.L.,and Kruger, N. (2004). Distribution and status of marine invasive species in and bordering the West Coast National park. Koedoe 47 (1):79-87. Pretoria. ISSN 0075-6458",NA,"ZA","100993","100993","Sagartia ornata","Sagartia ornata","accepted"
"101899","101899","Portugal","Reported","Alien","Uncertain","1983","Marques, J.C.; Bellan-Santini, D. (1990). Benthic amphipod fauna (Crustacea) of the Portuguese coast: biogeographical considerations. <em>Marine Nature.</em> 3: 43-51.",NA,NA,"101899","101899","Ampelisca heterodactyla","Ampelisca heterodactyla","accepted"
"102005","102005","Elkhorn Slough","Reported","Alien","Not specified",NA,"Wasson, K.; Zabin, C.J.; Bedinger, L.; Díaz, M.C.; Pearse, J.S. (2001). Biological invasions of estuaries without international shipping: the importance of intraregional transport. <em>Biological Conservation.</em> 102 (2): 143-153.",NA,"US","102005","102005","Ampithoe valida","Ampithoe valida","accepted"
"102007","102007","Tunisia","Reported","Origin unknown","Uncertain","1911","Chevreux, É. (1910). Campagnes de la Melita : les amphipodes d'Algérie et de Tunisie. <em>Mémoires de la Société Zoologique de France.</em> 23. 145 pp.",NA,NA,"102007","102007","Cymadusa filosa","Cymadusa filosa","accepted"
"102027","102027","Egypt","Reported","Alien","Uncertain","1998","Bellan-Santini, D.; Karaman, G.; Ledoyer, M.; Myers, A.; Ruffo, S.; Vader, W. (1998). The Amphipoda of the Mediterranean. Part 4: Localities and Map, Addenda to Parts 1-3, Key to Families, Ecology, Faunistics and Zoogeography, Bibliography, Index. <em>Mémoires de l'Institut océanographique, Monaco.</em> 13: 1-959.",NA,NA,"102027","102027","Bemlos leptocheirus","Bemlos leptocheirus","accepted"
"102075","102075","Langebaan Lagoon","Established and expanding","Alien","Invasive",NA,NA,"This species is likely to have been distributed in ship fouling and boring communities in the era of wooden vessels.","ZA","102075","102075","Chelura terebrans","Chelura terebrans","accepted"
"102075","102075","Port Elizabeth","Established and expanding","Alien","Invasive",NA,NA,"This species is likely to have been distributed in ship fouling and boring communities in the era of wooden vessels.","ZA","102075","102075","Chelura terebrans","Chelura terebrans","accepted"
"102082","102082","Elkhorn Slough","Reported","Alien","Not specified",NA,"Wasson, K.; Zabin, C.J.; Bedinger, L.; Díaz, M.C.; Pearse, J.S. (2001). Biological invasions of estuaries without international shipping: the importance of intraregional transport. <em>Biological Conservation.</em> 102 (2): 143-153.",NA,"US","102082","225814","Corophium acherusicum","Monocorophium acherusicum","unaccepted"
"102090","102090","Baltic Sea","present","Alien",NA,NA,"Streftaris, N.; Zenetos, A.; Papathanassiou, E. (2005). Globalisation in marine ecosystems: the story of non-indigenous marine species across European seas. <em>Oceanogr. Mar. Biol. Ann. Rev.</em> 43: 419-453.",NA,NA,"102090","148582","Corophium curvispinum","Chelicorophium curvispinum","unaccepted"
"102090","102090","North Sea","present","Alien",NA,NA,"Streftaris, N.; Zenetos, A.; Papathanassiou, E. (2005). Globalisation in marine ecosystems: the story of non-indigenous marine species across European seas. <em>Oceanogr. Mar. Biol. Ann. Rev.</em> 43: 419-453.",NA,NA,"102090","148582","Corophium curvispinum","Chelicorophium curvispinum","unaccepted"
"102092","102092","Elkhorn Slough","Reported","Alien","Not specified",NA,"Wasson, K.; Zabin, C.J.; Bedinger, L.; Díaz, M.C.; Pearse, J.S. (2001). Biological invasions of estuaries without international shipping: the importance of intraregional transport. <em>Biological Conservation.</em> 102 (2): 143-153.",NA,"US","102092","148592","Corophium insidiosum","Monocorophium insidiosum","unaccepted"
"102100","102100","Atlantic Europe","present","Origin uncertain",NA,NA,"Streftaris, N.; Zenetos, A.; Papathanassiou, E. (2005). Globalisation in marine ecosystems: the story of non-indigenous marine species across European seas. <em>Oceanogr. Mar. Biol. Ann. Rev.</em> 43: 419-453.",NA,NA,"102100","148603","Corophium sextonae","Monocorophium sextonae","unaccepted"
"102100","102100","North Sea","present","Origin uncertain",NA,NA,"Streftaris, N.; Zenetos, A.; Papathanassiou, E. (2005). Globalisation in marine ecosystems: the story of non-indigenous marine species across European seas. <em>Oceanogr. Mar. Biol. Ann. Rev.</em> 43: 419-453.",NA,NA,"102100","148603","Corophium sextonae","Monocorophium sextonae","unaccepted"
"102100","102100","German Bight","present","Origin uncertain",NA,NA,"Gollasch, S. & S. Nehring. (2006). National checklist for aquatic alien species in Germany. <em>Aquatic Invasions.</em> 1(4):245-269.",NA,NA,"102100","148603","Corophium sextonae","Monocorophium sextonae","unaccepted"
"102251","102251","Black Sea","Reported","Alien","Uncertain",NA,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.",NA,NA,"102251","102251","Gammarellus angulosus","Gammarellus angulosus","accepted"
"102296","102296","Baltic Sea","present","Alien",NA,NA,"Streftaris, N.; Zenetos, A.; Papathanassiou, E. (2005). Globalisation in marine ecosystems: the story of non-indigenous marine species across European seas. <em>Oceanogr. Mar. Biol. Ann. Rev.</em> 43: 419-453.",NA,NA,"102296","102296","Gammarus tigrinus","Gammarus tigrinus","accepted"
"102296","102296","North Sea","present","Alien",NA,NA,"Streftaris, N.; Zenetos, A.; Papathanassiou, E. (2005). Globalisation in marine ecosystems: the story of non-indigenous marine species across European seas. <em>Oceanogr. Mar. Biol. Ann. Rev.</em> 43: 419-453.",NA,NA,"102296","102296","Gammarus tigrinus","Gammarus tigrinus","accepted"
"102296","102296","Baelt Sea","present","Alien",NA,NA,"Gollasch, S. & S. Nehring. (2006). National checklist for aquatic alien species in Germany. <em>Aquatic Invasions.</em> 1(4):245-269.",NA,NA,"102296","102296","Gammarus tigrinus","Gammarus tigrinus","accepted"
"102296","102296","German Bight","present","Alien",NA,NA,"Gollasch, S. & S. Nehring. (2006). National checklist for aquatic alien species in Germany. <em>Aquatic Invasions.</em> 1(4):245-269.",NA,NA,"102296","102296","Gammarus tigrinus","Gammarus tigrinus","accepted"
"102296","102296","French part of the Celtic Sea","Established and expanding","Alien","Uncertain","1939","Piscart, C.; Maazouzi, C.; Marmonier, P. (2008). Range expansion of the North American alien amphipod Gammarus tigrinus Sexton, 1939 (Crustacea: Gammaridae) in Brittany, France. <em>Aquatic Invasions.</em> 3(4): 449-453.",NA,"FR","102296","102296","Gammarus tigrinus","Gammarus tigrinus","accepted"
"102296","102296","United Kingdom part of the Celtic Sea","Established","Alien","Invasive","1939","Minchin, D.; Cook, E.; Clark, P. (2013). Alien species in British brackish and marine waters. <em>Aquatic Invasions.</em> 8(1): 3-19.","Location: Celtic Sea. Impact: Competitor","GB","102296","102296","Gammarus tigrinus","Gammarus tigrinus","accepted"
"102296","102296","United Kingdom part of the Inner Seas off the West Coast of Scotland","Reported","Alien","Uncertain","1931","Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.","It has been suggested that the species will have been introduced to the northern coast of Ireland during World War I released to the River Bann","GB","102296","102296","Gammarus tigrinus","Gammarus tigrinus","accepted"
"102296","102296","Baltic Sea","Reported","Alien","Uncertain",NA,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.",NA,NA,"102296","102296","Gammarus tigrinus","Gammarus tigrinus","accepted"
"102296","102296","North Sea","Reported","Alien","Uncertain",NA,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.",NA,NA,"102296","102296","Gammarus tigrinus","Gammarus tigrinus","accepted"
"102296","102296","United Kingdom","Reported","Alien","Uncertain","1931","Sexton, E. W. (1939). On a new species of Gammarus (G.tigrinus) from Droitwich District. <em>Journal of the Marine Biological Association UK.</em> 23: 543-551.",NA,NA,"102296","102296","Gammarus tigrinus","Gammarus tigrinus","accepted"
"102296","102296","French part of the Bay of Biscay","Established","Alien","Invasive","2005","Piscart, C.; Maazouzi, C.; Marmonier, P. (2008). Range expansion of the North American alien amphipod Gammarus tigrinus Sexton, 1939 (Crustacea: Gammaridae) in Brittany, France. <em>Aquatic Invasions.</em> 3(4): 449-453.","Location : River Vilaine, Brittany (Western France)<br/>Year first introduced or recorded : September 2005 (First reported by Piscart et al. 2007)","FR","102296","102296","Gammarus tigrinus","Gammarus tigrinus","accepted"
"102296","102296","Finland","Established","Alien","Invasive","2004","Packalén, A.; Korpinen, S.; Lehtonen, K. K. (2008). The invasive amphipod species Gammarus tigrinus (Sexton 1939) can rapidly change littoral communities in the Gulf of Finland (Baltic Sea). <em>Aquatic Invasions.</em> 3(4): 405-412.","Location : Gulf of Finland, northern Baltic Sea<br/>Year first introduced or recorded : First findings reported by Pienimäki et al. 2004; this study was undertaken in 2007",NA,"102296","102296","Gammarus tigrinus","Gammarus tigrinus","accepted"
"102296","102296","Latvian part of the Gulf of Riga","Established","Alien","Uncertain",NA,"Strode, E.; Berezina, N.A.; Kalnins, M.; Balode, M. (2013). New records of the amphipods Gammarus tigrinus Sexton, 1939 and Pontogammarus robustoides G.O. Sars, 1894 in Latvian waters of the Baltic Sea. BioInvasions Records 2(1): 63–68.","Location : Latvian coast of the Gulf of Riga<br/>Year first introduced or recorded : 2011-2012","LV","102296","102296","Gammarus tigrinus","Gammarus tigrinus","accepted"
"102296","102296","Belgian part of the North Sea","Established","Alien","Not specified","1991","Messiaen, M.; Lock, K.; Gabriels, W.; Vercauteren, Th.; Wouters, K.; Boets, P.; Goethals, P.L.M. (2010). Alien macrocrustaceans in freshwater ecosystems in the eastern part of Flanders (Belgium). <em>Belg. J. Zool.</em> 140(1): 30-39.","estuaries and river basins","BE","102296","102296","Gammarus tigrinus","Gammarus tigrinus","accepted"
"102296","102296","Swedish part of the Baltic Sea","Reported","Alien","Not specified",NA,"Swedish AquaAliens Research Programme (2006). Alien Species in Swedish Sea Areas / Frammande Arter / Svenska Hav - Sweden.",NA,"SE","102296","102296","Gammarus tigrinus","Gammarus tigrinus","accepted"
"102296","102296","Coastal Polders","present","Alien",NA,NA,"Boets, P.; Goethals, P. L. M.; Lock, K. (2011). Shifts in the Gammarid (Amphipoda) Fauna of Brackish Polder Waters in Flanders (Belgium). <em>Journal of Crustacean Biology.</em> 31(2): 270-277.","Location: alsmost all polder waterways","BE","102296","102296","Gammarus tigrinus","Gammarus tigrinus","accepted"
"102372","102372","Israeli part of the Mediterranean Sea - Eastern Basin","Reported","Alien","Uncertain","1946","Krapp-schickel, G.; Myers, A. A. (1979). The Mediterranean species of Gammaropsis Liljeborg (Crustacea, Amphipoda). <em>Bolletino del Museo Civico di Storia Naturale di Verona.</em> 6: 441-467.",NA,"IL","102372","102372","Gammaropsis togoensis","Gammaropsis togoensis","accepted"
"102372","102372","Mediterranean Sea - Eastern Basin","Reported","Alien","Uncertain",NA,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.","Location : Levantine Sea",NA,"102372","102372","Gammaropsis togoensis","Gammaropsis togoensis","accepted"
"102372","102372","Caribbean Sea","Reported","Alien","Uncertain",NA,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.","Location : Southern Caribbean",NA,"102372","102372","Gammaropsis togoensis","Gammaropsis togoensis","accepted"
"102372","102372","Turkish part of the Mediterranean Sea - Eastern Basin","Established","Alien","Not specified","2005","Bakir, K. (2007). Contribution to the knowledge of alien amphipods off the Turkish coast: <i>Gammaropsis togoensis</i> (Schellenberg, 1925). <em>Aquatic Invasions.</em> 2(1): 80-82.","A total of 236 specimens of the <i>Gammaropsis togoensis</i> (Schellenberg, 1925) were collected in Iskenderun Bay, SE Turkey during 2005-2006. Already known from the Mediterranean coast of Israel, this is the first record of this alien amphipod from Turkey.<p>Change in establishment success from 'casual' to 'established' based on: Zenetos, A.; Meric, E.; Verlaque, M.; Galli, P.; Boudouresque, C.; Giangrande, A.; Cinar, M.; Bilecenoglu, M. (2008). Additions to the annotated list of marine alien biota in the Mediterranean with special emphasis on Foraminifera and Parasites. Mediterranean Marine Science. 9(1): 119-165.","TR","102372","102372","Gammaropsis togoensis","Gammaropsis togoensis","accepted"
"102382","102382","Israeli part of the Mediterranean Sea - Eastern Basin","Reported","Alien","Uncertain","1951","Ruffo, S. (1959). Contributions to the knowledge of the Red Sea no. 13. Contributo alla conoscenza degli Anfipodi del Mar Rosso (1) (materiali raccolti a Ghardaqa e nel Golfo di Aqaba). <em>Bulletin of the Sea Fisheries Research Station of Israel (Haifa).</em> 20: 11-36.",NA,"IL","102382","102382","Photis lamellifera","Photis lamellifera","accepted"
"102403","102403","Simon's Town Harbour","present","Alien",NA,NA,NA,"This is the first location in which the species was detected.","ZA","102403","102403","Ericthonius difformis","Ericthonius difformis","accepted"
"102415","102415","Norway","Reported","Alien","Uncertain","1997","Dvoretsky, A. G.; Kuz'min, S. A.; Matishov, G. G. (2007). The biology of the Amphipod Ischyrocerus commensalis and its symbiotic relationships with the red king crab in the Barents Sea. <i>Doklady Biological Sciences</i>. 417, 453–455.",NA,NA,"102415","102415","Ischyrocerus commensalis","Ischyrocerus commensalis","accepted"
"102433","102433","The Coastal Waters of Southeast Alaska and British Columbia","Reported","Alien","Uncertain",NA,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.","Location : Puget Trough/Georgia Basin ecoregion",NA,"102433","102433","Jassa marmorata","Jassa marmorata","accepted"
"102433","102433","Dutch part of the North Sea","Reported","Alien","Uncertain","1990","Stock, J. H. (1993). De marmerkreeftjes (Amphipoda: geslacht Jassa) van Nederland. Het Zeepaard. 53. 10-15.",NA,"NL","102433","102433","Jassa marmorata","Jassa marmorata","accepted"
"102433","102433","Argentina","Reported","Alien","Uncertain",NA,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.","Location : North Patagonian Gulfs",NA,"102433","102433","Jassa marmorata","Jassa marmorata","accepted"
"102433","102433","Chile","Reported","Alien","Uncertain",NA,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.","Location : Patagonian Shelf",NA,"102433","102433","Jassa marmorata","Jassa marmorata","accepted"
"102433","102433","New Zealand","Reported","Alien","Uncertain",NA,"Inglis, G; Gust, N; Fitridge, I; Floerl, O; Woods, C; Hayden, B; Fenwick, G (2005) Opua Marina. Baseline survey for non-indigenous marine species. Research Project ZBS 2000/04. Biosecurity New Zealand Technical Paper No: 2005/14. 50 p.","Location : Southern New Zealand",NA,"102433","102433","Jassa marmorata","Jassa marmorata","accepted"
"102433","102433","Australia","Reported","Alien","Uncertain",NA,"Ka' aihue, L. (2004). Non-indigenous aquatic species of concern for Alaska - Fact Sheet 9. <em>NIS Species and Technology Fact Sheets.</em>","Location : Bassian",NA,"102433","102433","Jassa marmorata","Jassa marmorata","accepted"
"102433","102433","California","Reported","Alien","Uncertain",NA,"Ka' aihue, L. (2004). Non-indigenous aquatic species of concern for Alaska - Fact Sheet 9. <em>NIS Species and Technology Fact Sheets.</em>","Location : Northern California","US","102433","102433","Jassa marmorata","Jassa marmorata","accepted"
"102433","102433","Dutch part of the North Sea","Reported","Alien","Uncertain",NA,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.","Year first introduced or recorded : 1990s","NL","102433","102433","Jassa marmorata","Jassa marmorata","accepted"
"102433","102433","Elkhorn Slough","Reported","Alien","Not specified",NA,"Wasson, K.; Zabin, C.J.; Bedinger, L.; Díaz, M.C.; Pearse, J.S. (2001). Biological invasions of estuaries without international shipping: the importance of intraregional transport. <em>Biological Conservation.</em> 102 (2): 143-153.",NA,"US","102433","102433","Jassa marmorata","Jassa marmorata","accepted"
"102438","102438","Langebaan Lagoon","Established and expanding","Alien","Invasive",NA,NA,NA,"ZA","102438","102438","Jassa slatteryi","Jassa slatteryi","accepted"
"102438","102438","False Bay","Established and expanding","Alien","Invasive",NA,NA,NA,NA,"102438","102438","Jassa slatteryi","Jassa slatteryi","accepted"
"102438","102438","Mossel Bay","Established and expanding","Alien","Invasive",NA,NA,NA,"ZA","102438","102438","Jassa slatteryi","Jassa slatteryi","accepted"
"102438","102438","Knysna","Established and expanding","Alien","Invasive",NA,NA,NA,"ZA","102438","102438","Jassa slatteryi","Jassa slatteryi","accepted"
"102802","102802","Mediterranean Sea","excluded","Alien",NA,NA,"Streftaris, N.; Zenetos, A.; Papathanassiou, E. (2005). Globalisation in marine ecosystems: the story of non-indigenous marine species across European seas. <em>Oceanogr. Mar. Biol. Ann. Rev.</em> 43: 419-453.",NA,NA,"102802","102802","Elasmopus pectenicrus","Elasmopus pectenicrus","accepted"
"102802","102802","Egypt","Reported","Alien","Uncertain","1924","Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.",NA,NA,"102802","102802","Elasmopus pectenicrus","Elasmopus pectenicrus","accepted"
"102802","102802","Ionian Sea","Reported","Alien","Uncertain",NA,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.",NA,NA,"102802","102802","Elasmopus pectenicrus","Elasmopus pectenicrus","accepted"
"102802","102802","Mediterranean Sea - Eastern Basin","Reported","Alien","Uncertain",NA,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.","Location : Levantine Sea",NA,"102802","102802","Elasmopus pectenicrus","Elasmopus pectenicrus","accepted"
