Paper ID,rank,scientific_name,material,site,note
80,Class,Alphaproteobacteria,plastic,,
80,Genus,Aquibacter,plastic,,
80,Genus,Congregibacter,plastic,,
80,Order,Cytophagia,plastic,,
80,Genus,Dokdonia,plastic,,
80,Class,Epsilonproteobacteria,plastic,,
80,Genus,Erythrobacter,plastic,,
80,Genus,Erythrobacter,plastic,,
80,Order,Flavobacteria,plastic,,
80,Genus,Flexithrix,plastic,,
80,Genus,Flexithrix,plastic,,
80,Class,Gammaproteobacteria,plastic,,
80,Genus,Hirschia,plastic,,
80,Genus,Hirschia,plastic,,
80,Genus,Labrenzia,plastic,,
80,Genus,Maricaulis,plastic,,
80,Family,Nannocystaceae,plastic,,
80,Genus,Oceanococcus,plastic,,
80,Family,Parvularcula,plastic,,
80,Family,Phyllobacteriaceae,plastic,,
80,Family,Phyllobacteriaceae,plastic,,
80,Genus,Polycyclovorans,plastic,,
80,Genus,Roseovarius,plastic,,
80,Family,Saprospiraceae,plastic,,
80,Genus,Simiduia,plastic,,
80,Genus,Spongiibacter,plastic,,
80,Genus,Ulvibacter,plastic,,
80,Genus,Winogradskyella,plastic,,
80,Genus,Winogradskyella,plastic,,
81,Genus,Acinetobacter,plastic,,
81,Genus,Albimonas,plastic,,
81,Genus,Arcobacter,plastic,,
81,Genus,Bacteroides,plastic,,
81,Genus,Brachymonas,plastic,,
81,Genus,Brevundimonas,plastic,,
81,Genus,Caenispirillum ,plastic,,
81,Genus,Clostridium,plastic,,
81,Genus,Cohaesibacter,plastic,,
81,Genus,Cohaesibacter,plastic,,
81,Genus,Desulfopila,plastic,,
81,Genus,Draconibacterium,plastic,,
81,Genus,Eilatimonas,plastic,,
81,Genus,Erythrobacter,plastic,,
81,Family,Erythrobacteraceae,plastic,,
81,Genus,Fusibacter,plastic,,
81,Genus,Hyphomonas,plastic,,
81,Genus,Hyphomonas,plastic,,
81,Genus,Insolitispirillum,plastic,,
81,Genus,Marinobacterium,plastic,,
81,Genus,Martelella,plastic,,
81,Genus,Nevskia,plastic,,
81,Genus,Novosphingobium,plastic,,
81,Genus,Oceanicaulis,plastic,,
81,Species,Photobacterium rosenbergii,plastic,,
81,Genus,Pleomorphomonas,plastic,,
81,Genus,Ponticaulis,plastic,,
81,Genus,Pseudomonas,plastic,,
81,Species,Pseudomonas alcaligenes,plastic,,
81,Species,Pseudomonas azotoformans,plastic,,
81,Species,Pseudomonas hussainii,plastic,,
81,Species,Pseudomonas pachastrellae,plastic,,
81,Species,Pseudomonas veronii,plastic,,
81,Genus,Rhizobium,plastic,,
81,Family,Rhodobacteraceae,plastic,,
81,Family,Rhodospirillaceae,plastic,,
81,Genus,Rhodovulum,plastic,,
81,Genus,Sphingobium,plastic,,
81,Genus,Spongiibacter,plastic,,
81,Genus,Thalassococcus,plastic,,
81,Genus,Thioclava,plastic,,
81,Genus,Vibrio,plastic,,
81,Species,Vibrio fluvialis,plastic,,
81,Genus,Xyella,plastic,,
82,Species,Tsunamia transpacifica,"plastic, glass",,
82,Species,Viator vitreocola,glass,,
83,Class,Bivalvia,plastic,,
83,Phylum,Bryozoa,plastic,,
83,Class,Hydrozoa,plastic,,
83,Phylum,Tunicata,plastic,,
85,Species,Amphianthus dohrnii,gear,,long line
85,Species,Desmophyllum dianthus,gear,,net
85,Genus,Epizoanthus,gear,,long line
85,Species,Madrepora oculata,gear,,long line
86,Species,Amphibalanus amphitrite,"gear, plastic",,
86,Species,Austrominius modestus,"gear, plastic",,
86,Species,Chthamalus stellatus,"gear, plastic",,
86,Species,Eumida bahusiensis,"gear, plastic",,
86,Species,Lepas anatifera,"gear, plastic",,
86,Species,Lepas pectinata,"gear, plastic",,
86,Species,Magallana gigas,"gear, plastic",,
86,Species,Mytilus edulis,"gear, plastic",,
86,Species,Mytilus galloprovincialis,"gear, plastic",,
86,Species,Mytilus trossulus,"gear, plastic",,
86,Species,Neoacasta laevigata,"gear, plastic",,
86,Species,Neodexiospira alveolata,"gear, plastic",,
86,Species,Pachygrapsus marmoratus,"gear, plastic",,
86,Species,Paragorgia arborea,"gear, plastic",,
86,Species,Perforatus perforatus,"gear, plastic",,
86,Species,Polybius henslowii,"gear, plastic",,
86,Species,Tritia reticulata,"gear, plastic",,
87,Species,Austrominius modestus,plastic,,
87,Genus,Balanidae,plastic,,
87,Species,Bougainvillia muscus,plastic,,
87,Species,Caprella andreae,plastic,,
87,Species,Chthamalus montagui,plastic,,
87,Species,Chthamalus stellatus,plastic,,
87,Species,Crassostrea gigas,plastic,,
87,Species,Dosima fascicularis,plastic,,
87,Species,Gibbula umbilicalis,plastic,,
87,Species,Helix aspersa,plastic,,
87,Species,Lepas anatifera,"foam, plastic, gear, other",,
87,Species,Lepas anserifera,"foam, plastic, gear, other",,
87,Species,Lepas pectinata,"foam, plastic, gear, other",,
87,Genus,Mytilus,plastic,,
87,Species,Mytilus edulis,plastic,,
87,Species,Mytilus galloprovincialis,plastic,,
87,Genus,Neodexiospira,plastic,,
87,Species,Obelia dichotoma,plastic,,
87,Species,Ostrea stentina,plastic,,
87,Species,Serpula columbiana,plastic,,
87,Genus,Spirobranchus,plastic,,
87,Species,Spirobranchus taeniatus,plastic,,
87,Species,Spirobranchus triqueter,plastic,,
87,Species,Verruca stroemia,plastic,,
88,Species,Arbopercula angulata,plastic,,
88,Species,Arbopercula tenella,plastic,,
88,Species,Lepas anserifera,plastic,,
88,Class,Polychaeta,plastic,,
89,Class,Bivalvia,unknown,,
89,Phylum,Bryozoa,unknown,,
89,Class,Hydrozoa,unknown,,
89,Class,Polychaeta,unknown,,
89,Phylum,Tunicata,unknown,,
90,Family,Acetobacteraceae,plastic,,
90,Order,Actinomycetales,plastic,,
90,Genus,Alcanivorax,plastic,,
90,Order,Alteromonadales,plastic,,
90,Order,Bacillales,plastic,,
90,Order,Bacillales,plastic,,
90,Genus,Bacillus,plastic,,
90,Order,Burkholderiales,plastic,,
90,Family,Carnobacteriaceae,plastic,,
90,Family,Caulobacterales,plastic,,
90,Family,Chitinophagaceae,plastic,,
90,Order,Chlamydiales,plastic,,
90,Order,Chromatiales,plastic,,
90,Family,Comamonadaceae,plastic,,
90,Order,Cytophagia,plastic,,
90,Order,Flavobateriales,plastic,,
90,Family,Gemmataceae,plastic,,
90,Order,Holophagales,plastic,,
90,Order,Kiloniellales,plastic,,
90,Family,Lachnospiraceae,plastic,,
90,Family,Leptospiraceae,plastic,,
90,Order,Marinicellales,plastic,,
90,Family,Nannocystaceae,plastic,,
90,Order,Oceanospirillalles,plastic,,
90,Genus,Ochrobactrum,plastic,,
90,Family,Pedosphaerae,plastic,,
90,Order,Pseudomondales,plastic,,
90,Genus,Pseudonocardia,plastic,,
90,Order,Rhizobiales,plastic,,
90,Order,Rhodobacterales,plastic,,
90,Family,Rhodocyclaceae,plastic,,
90,Family,Ruminococcaceae,plastic,,
90,Class,Sphingobacteriia,plastic,,
90,Order,Sphignomondales,plastic,,
90,Order,Thiotrichales,plastic,,
90,Family,Velilonellaceae,plastic,,
90,Order,Xanthomonadales,plastic,,
93,Species,Aestuariicella hydrocarbonica,plastic,,
93,Genus,Alcanivorax,plastic,,
93,Class,Alphaproteobacteria,plastic,,
93,Genus,Alteromonas,plastic,,
93,Genus,Croceibacter,plastic,,
93,Class,Gammaproteobacteria,plastic,,early coloniser
93,Species,Lutibacterium anuloederans,plastic,,
93,Genus,Maricurvus,plastic,,
93,Genus,Marinobacter,plastic,,
93,Genus,Neptiniibacter,plastic,,only PHBV (biodegradable)
93,Genus,Phaeobacter,plastic,,
93,Family,Phycisphaerae,plastic,,
93,Class,Planctomycetia,plastic,,
93,Genus,Pseudospirillum,plastic,,
93,Species,Sneathiella glossodoripedis,plastic,,
93,Genus,Solimonas,plastic,,
93,Class,Sphingobacteriia,plastic,,
93,Genus,Thalassolituus,plastic,,
94,Class,Hydrozoa,unknown,,
95,Phylum,Acidobacteria,"glass, plastic, metal, fabric",,
95,Phylum,Actinobacteria,"glass, plastic, metal, fabric",,
95,Phylum,Bacteroidetes,"glass, plastic, metal, fabric",,
95,Phylum,Chloroflexi,"glass, plastic, metal, fabric",,
95,Phylum,Crenarchaeota,"glass, plastic, metal, fabric",,
95,Phylum,Nitrospireae,"glass, plastic, metal, fabric",,
95,Phylum,Planctomycetes,"glass, plastic, metal, fabric",,
95,Phylum,Proteobacteria,"glass, plastic, metal, fabric",,
96,Genus,Aceroides,metal,,
96,Order,Actinaria,metal,,
96,Species,Aglaophamus paucilamellata,metal,,
96,Genus,Amathillopsis,metal,,
96,Species,Ampelisca amblyopsoides,metal,,
96,Family,Ampharetidae,metal,,
96,Order,Amphipoda,metal,,
96,Genus,Anobothrus,metal,,
96,Species,Anobothrus mancus,metal,,
96,Species,Anoplopoma fimbria,metal,,
96,Family,Antedonidae,metal,,
96,Species,Anthoptilum grandiflorum,metal,,
96,Species,Antimora microlepis,metal,,
96,Genus,Aphelochaeta,metal,,
96,Genus,Aphelochaeta,metal,,
96,Species,Aphelochaeta bullata,metal,,
96,Species,Apistobranchus ornatus,metal,,
96,Class,Aplacophora,metal,,
96,Species,Araphura cuspirostris,metal,,
96,Species,Aricidea antennata,metal,,
96,Species,Aricidea simplex,metal,,
96,Species,Aricidea wassi,metal,,
96,Class,Asteroidea,metal,,
96,Genus,Bathymedon,metal,,
96,Genus,Bathysiphon,metal,,
96,Genus,Benthoctopus,metal,,
96,Class,Bivalvia,metal,,
96,Genus,Callistoma,metal,,
96,Genus,Campylaspis,metal,,
96,Family,Capitellidae,metal,,
96,Species,Cardiomya planetica,metal,,
96,Species,Ceratocephale loveni,metal,,
96,Family,Cerianthidae,metal,,
96,Genus,Chaetozone,metal,,
96,Species,Chaetozone spinosa,metal,,
96,Genus,Chionoecetes,metal,,
96,Family,Cirratulidae,metal,,
96,Genus,Clavularia,metal,,
96,Genus,Coryphaenoides,metal,,
96,Genus,Cossura,metal,,
96,Order,Decapoda,metal,,
96,Family,Dorvilleidae,metal,,
96,Genus,Dulichia,metal,,
96,Class,Echiura,metal,,
96,Species,Embassichthys bathybius,metal,,
96,Species,Enucula tenuis,metal,,
96,Species,Ephesiella brevicapitis,metal,,
96,Family,Euclymeninae,metal,,
96,Genus,Eudorella,metal,,
96,Species,Eudorella pacific,metal,,
96,Species,Falcidens longus,metal,,
96,Family,Flabelligeridae,metal,,
96,Genus,Gadila,metal,,
96,Family,Galatheidae,metal,,
96,Class,Gastropoda,metal,,
96,Class,Gastropoda,metal,,
96,Species,Gersemia juliepackardae,metal,,
96,Genus,Goniada,metal,,
96,Family,Gorgonacea,metal,,
96,Genus,Graneledone,metal,,
96,Species,Gyptis hians,metal,,
96,Genus,Halipteris,metal,,
96,Order,Harpacticoida,metal,,
96,Genus,Heteromastus,metal,,
96,Family,Hormathiidae,metal,,
96,Class,Hydroida,metal,,
96,Class,Hydrozoa,metal,,
96,Genus,Ilyarachna,metal,,
96,Species,Ilyarachna profunda,metal,,
96,Family,Isaeidae,metal,,
96,Species,Lepechinella arctica,metal,,
96,Genus,Leptostylis,metal,,
96,Species,Levinsenia gracilis,metal,,
96,Family,Liparidae,metal,,
96,Species,Liponema brevicorne,metal,,
96,Family,Lithodidae,metal,,
96,Genus,Lophaster,metal,,
96,Phylum,Loricifera,metal,,
96,Family,Lumbrineridae,metal,,
96,Genus,Lumbrineris,metal,,
96,Genus,Lycenchelys,metal,,
96,Genus,Lycodapus,metal,,
96,Genus,Lysippe,metal,,
96,Family,Macrouridae,metal,,
96,Family,Maldanidae,metal,,
96,Genus,Mediomastus,metal,,
96,Species,Mugga wahrbergi,metal,,
96,Phylum,Nematoda,metal,,
96,Phylum,Nemertea,metal,,
96,Species,Neoheteromastus lineus,metal,,
96,Species,Neolithodes diomedae,metal,,
96,Species,Neomediomastus glabrus,metal,,
96,Class,Neomeniomorpha,metal,,
96,Genus,Nephtys,metal,,
96,Species,Nephtys cornuta,metal,,
96,Genus,Neptunea,metal,,
96,Genus,Ninoe,metal,,
96,Species,Notomastus precocis,metal,,
96,Species,Nucula carlottensis,metal,,
96,Species,Nuculana conceptionis,metal,,
96,Genus,Octobranchus,metal,,
96,Class,Oligochaeta,metal,,
96,Class,Ophiuroidea,metal,,
96,Species,Ophiurua leptoctenia,metal,,
96,Class,Osteichthyes,metal,,
96,Family,Paguroidea,metal,,
96,Species,Pandalopsis ampla,metal,,
96,Genus,Paralomis,metal,,
96,Family,Paramunnidae,metal,,
96,Family,Paraonidae,metal,,
96,Family,Pardaliscidae,metal,,
96,Genus,Parougia,metal,,
96,Family,Patellacea,metal,,
96,Family,Pectinidae,metal,,
96,Order,Pennatula,metal,,
96,Genus,Peribolaster,metal,,
96,Species,Pholoe courtneyae,metal,,
96,Species,Photis typhlops,metal,,
96,Species,Phyllochaetopterus limicolus,metal,,
96,Family,Phyllodocidae,metal,,
96,Species,Phylo nudus,metal,,
96,Order,Podocopida,metal,,
96,Class,Polychaeta,metal,,
96,Class,Polychaeta,metal,,
96,Genus,Polycirrus,metal,,
96,Family,Polynoidae,metal,,
96,Genus,Prionospio,metal,,
96,Genus,Protomedeia,metal,,
96,Family,Pterasteridae,metal,,
96,Family,Sabellidae,metal,,
96,Class,Scaphopoda,metal,,
96,Genus,Scotoplanes,metal,,
96,Genus,Sebastobolus,metal,,
96,Family,Serpulidae,metal,,
96,Order,Siphonophora,metal,,
96,Phylum,Sipuncula,metal,,
96,Genus,Solaster,metal,,
96,Species,Spathoderma californica,metal,,
96,Genus,Sphaerodoropsis,metal,,
96,Genus,Stereomastus,metal,,
96,Species,Strongylocentrotus fragilis,metal,,
96,Family,Synopidae,metal,,
96,Species,Syrrhoe longifrons,metal,,
96,Genus,Tanaopsis,metal,,
96,Family,Terebellidae,metal,,
96,Genus,Terebellides,metal,,
96,Genus,Tharyx,metal,,
96,Species,Tritella tenuissima,metal,,
96,Species,Tritonia diomedea,metal,,
96,Family,Umbellula,metal,,
96,Phylum,Urochordata,metal,,
96,Species,Yoldiella nana,metal,,
97,Species,Alaria esculenta,plastic rope,,
97,Phylum,Annelida,plastic rope,,
97,Class,Ascidia,plastic rope,,
97,Phylum,Bryozoa,plastic rope,,
97,Genus,Corophium,plastic rope,,
97,Species,Elminius modestus,plastic rope,,
97,Species,Littorina littorea,plastic rope,,
97,Order,Mesostigmata,plastic rope,,
97,Species,Mytilus edulis,plastic rope,,
97,Species,Palmaria palmata,plastic rope,,
97,Class,Polychaeta,plastic rope,,
97,Species,Pomatoceros triqueter,plastic rope,,
97,Genus,Stenula,plastic rope,,
98,Kingdom,Bacteria,plastic film,,
98,Kingdom,Fungi,plastic film,,
99,Class,Bivalvia,aldfg,,
99,Species,Busycon carica,aldfg,,
99,Species,Busycotypus canaliculatus,aldfg,,
99,Genus,Cancer,aldfg,,
99,Class,Cirripedia,aldfg,,
99,Species,Crassostrea virginica,aldfg,,
99,Class,Echinodermata,aldfg,,
99,Species,Homarus americanus,aldfg,,
99,Genus,Libinia,aldfg,,
99,Genus,Pagurus,aldfg,,
99,Species,Panopeus herbstii,aldfg,,
99,Phylum,Porifera,aldfg,,
99,Species,Rapana venosa,aldfg,,
99,Phylum,Tunicata,aldfg,,
100,Species,Arbacia lixula,"plastic, foam, aldfg",,
100,Species,Bowerbankia gracilis,"plastic, foam, aldfg",,
100,Species,Callopora lineata,"plastic, foam, aldfg",,
100,Species,Clytia hemisphaerica,"plastic, foam, aldfg",,
100,Species,Cymodocea nodosa,"plastic, foam, aldfg",,
100,Genus,Cystoseira,"plastic, foam, aldfg",,
100,Genus,Doto,"plastic, foam, aldfg",,
100,Species,Electra posidoniae,"plastic, foam, aldfg",,
100,Genus,Eudendrium,"plastic, foam, aldfg",,
100,Species,Fiona pinnata,"plastic, foam, aldfg",,
100,Species,Fosliella farinosa,"plastic, foam, aldfg",,
100,Species,Gonothyrea loveni,"plastic, foam, aldfg",,
100,Species,Idotea metallica,"plastic, foam, aldfg",,
100,Species,Laomedea angulata,"plastic, foam, aldfg",,
100,Species,Lepas pectinata,"plastic, foam, aldfg",,
100,Species,Membranipora membranacea,"plastic, foam, aldfg",,
100,Species,Nereis falsa,"plastic, foam, aldfg",,
100,Species,Obelia dichotoma,"plastic, foam, aldfg",,
100,Species,Phtisica marina,"plastic, foam, aldfg",,
100,Species,Phtisica marina,"plastic, foam, aldfg",,
100,Species,Posidonia oceanica,"plastic, foam, aldfg",,
100,Species,Spirobranchus polytrema,"plastic, foam, aldfg",,
100,Species,Spirobranchus polytrema,"plastic, foam, aldfg",,
101,Species,Amphibalanus amphitrite,"plastic, metal, wood, glass",,
101,Species,Antropora tincta,"plastic, metal, wood, glass",,
101,Class,Ascidia,"plastic, metal, wood, glass",,
101,Class,Bivalvia,"plastic, metal, wood, glass",,
101,Class,Phaeophyceae,"plastic, metal, wood, glass",,
101,Species,Chthamalus barnesi,"plastic, metal, wood, glass",,
101,Phylum,Corallinales,"plastic, metal, wood, glass",,
101,Species,Diodora funiculata,"plastic, metal, wood, glass",,
101,Phylum,Chlorophyta,"plastic, metal, wood, glass",,
101,Genus,Hydroides,"plastic, metal, wood, glass",,
101,Species,Isognomon legumen,"plastic, metal, wood, glass",,
101,Species,Microeuraphia permitini,"plastic, metal, wood, glass",,
101,Species,Microporella browni,"plastic, metal, wood, glass",,
101,Species,Paracyathus stokesii,"plastic, metal, wood, glass",,
101,Species,Parasmittina egyptica,"plastic, metal, wood, glass",,
101,Class,Polyplacophora,"plastic, metal, wood, glass",,
101,Phylum,Rhodophyta,"plastic, metal, wood, glass",,
101,Species,Saccostrea cucullata,"plastic, metal, wood, glass",,
101,Species,Spirobranchus kraussii,"plastic, metal, wood, glass",,
101,Genus,Spirorbis,"plastic, metal, wood, glass",,
101,Species,Striatobalanus amaryllis,"plastic, metal, wood, glass",,
102,Species,Dentomuricea meteor,"plastic, aldfg, wood",,
102,Species,Viminella flagellum,"plastic, aldfg, wood",,
103,Kingdom,Bacteria,plastic,,
103,Genus,Chaetoceros,plastic,,
103,Species,Eucampia antarctica,plastic,,
103,Genus,Navicula,plastic,,
103,Species,Navicula perminuta,plastic,,
103,Species,Pseudogomphonema kamtschaticum,plastic,,
103,Genus,Synedropsis,plastic,,
103,Genus,Tetraparma,plastic,,
103,Genus,Thalassiosira,plastic,,
103,Species,Thalassiosira antarctica,plastic,,
104,Species,Escheria coli,plastic,,
104,Species,Vibrio cholerae,plastic,,
104,Species,Vibrio mimicus,plastic,,
104,Species,Vibrio vulnificus,plastic,,
105,Species,Alexandrium minutum,plastic,,
105,Species,Alexandrium pacificum,plastic,,
105,Family,Bacillariophyceae,plastic,,
105,Family,Dinophyceae,plastic,,
105,Species,Ostreopsis ovata,plastic,,
105,Genus,Pseudonitzschia,plastic,,
106,Family,Actiniidae,"plastic, aldfg",,
106,Species,Amphinome rostrata,"plastic, aldfg",,
106,Genus,Chaetopterus,"plastic, aldfg",,
106,Phylum,Chlorophyta,"plastic, aldfg",,
106,Species,Fiona pinnata,"plastic, aldfg",,
106,Species,Glebocarcinus amphioetus,"plastic, aldfg",,
106,Species,Hipponoe gaudichaudi,"plastic, aldfg",,
106,Class,Hydrozoa,"plastic, aldfg",,
106,Species,Idotea metallica,"plastic, aldfg",,
106,Genus,Lepas,"plastic, aldfg",,
106,Genus,Lepidonotus,"plastic, aldfg",,
106,Species,Lottia pelta,"plastic, aldfg",,
106,Genus,Membranipora,"plastic, aldfg",,
106,Family,Metridiidae,"plastic, aldfg",,
106,Genus,Mytilus,"plastic, aldfg",,
106,Genus,Parasabella,"plastic, aldfg",,
106,Species,Pentidotea wosnesenskii,"plastic, aldfg",,
106,Species,Plagusia squamosa,"plastic, aldfg",,
106,Species,Planes major,"plastic, aldfg",,
106,Species,Planes marinus,"plastic, aldfg",,
106,Family,Pomacentridae,"plastic, aldfg",,
106,Genus,Psenes,"plastic, aldfg",,
106,Phylum,Rhodophyta,"plastic, aldfg",,
107,Species,Palythoa caribaeorum,"glass, metal, aldfg, plastic",,
107,Species,Palythoa grandiflor,"glass, metal, aldfg, plastic",,
107,Species,Palythoa mutuki,"glass, metal, aldfg, plastic",,
107,Phylum,Porifera,"glass, metal, aldfg, plastic",,
107,Species,Umimayanthus chanpuru,"glass, metal, aldfg, plastic",,
107,Species,Zoanthus sansibaricus,"glass, metal, aldfg, plastic",,
107,Species,Zoanthus sociatus,"glass, metal, aldfg, plastic",,
108,Class,Alphaproteobacteria,plastic,,
108,Family,Alteromonadaceae,plastic,,
108,Phylum,Bacteroidetes,plastic,,
108,Family,Colwellaceae,plastic,,
108,Family,Comamonadaceae,plastic,,
108,Phylum,Cyanobacteria,plastic,,
108,Family,Flavobacteriaceae,plastic,,
108,Phylum,Gammaproteobacteria,plastic,,
108,Genus,Leucothrix,plastic,,
108,Family,Litoreibacter,plastic,,
108,Family,Moraxellaceae,plastic,,
108,Family,Nitrospiraceae,plastic,,
108,Family,Oceanospirillaceae,plastic,,
108,Genus,Oleibacter,plastic,,
108,Family,Phyllobacteriaceae,plastic,,
108,Family,Planctomycetaceae,plastic,,
108,Phylum,Proteobacteria,plastic,,
108,Family,Pseudoalteromonadaceae,plastic,,
108,Family,Psychromonadaceae,plastic,,
108,Genus,Psychromonas,plastic,,
108,Family,Rhodobacteraceae,plastic,,
108,Order,Rhodobacterales,plastic,,
108,Family,Saprospiraceae,plastic,,
108,Genus,Tenacibaculum,plastic,,
108,Family,Thiotrichaceae,plastic,,
108,Order,Thiotrichales,plastic,,
108,Family,Veillonellaceae,plastic,,
108,Family,Verrucomicrobiaceae,plastic,,
108,Genus,Vibrio,plastic,,
108,Family,Vibrionaceae,plastic,,
108,Order,Vibrionales,plastic,,
109,Phylum,Actinobacteria,plastic,,
109,Class,Alphaproteobacteria,plastic,,
109,Genus,Alteromonas,plastic,,
109,Class,Bacilli,plastic,,
109,Class,Bacteroidia,plastic,,
109,Class,Betaproteobacteria,plastic,,
109,Genus,Calothrix,plastic,,
109,Class,Clostridia,plastic,,
109,Genus,Cyanobacterium,plastic,,
109,Class,Cyanophyceae,plastic,,
109,Class,Cytophagia,plastic,,
109,Class,Deltaproteobacteria,plastic,,
109,Genus,Erythrobacter,plastic,,
109,Genus,Flavobacteriaceae,plastic,,
109,Class,Flavobacteriia,plastic,,
109,Class,Gammaproteobacteria,plastic,,
109,Genus,Hyphomonas,plastic,,
109,Genus,Leptolyngbya,plastic,,
109,Genus,Leptolyngbya,plastic,,
109,Class,Opitutae,plastic,,
109,Genus,Oscillatoriales,plastic,,
109,Genus,Pelagibaca,plastic,,
109,Genus,Pelagibacter,plastic,,
109,Genus,Phormidium,plastic,,
109,Class,Phycisphaerae,plastic,,
109,Genus,Pleurocapsa,plastic,,
109,Genus,Roseobacter,plastic,,
109,Genus,Scytonema,plastic,,
109,Genus,Sphingobacteriales,plastic,,
109,Class,Sphingobacteriia,plastic,,
109,Genus,Synechococcus,plastic,,
109,Genus,Tenacibaculum,plastic,,
109,Species,Vibrio anguillarum,plastic,,
109,Species,Vibrio harveyi,plastic,,
109,Species,Vibrio pectenicida,plastic,,
109,Species,Vibrio xiamenensis,plastic,,
110,Phylum,Acidobacteria,plastic,,
110,Genus,Acinetobacter,plastic,,
110,Phylum,Actinobacteria,plastic,,
110,Genus,Alexandrium,plastic,,
110,Class,Alphaproteobacteria,plastic,,
110,Phylum,Alveolata,plastic,,
110,Genus,Azospirillum,plastic,,
110,Phylum,Bacteroidetes,plastic,,
110,Class,Betaproteobacteria,plastic,,
110,Phylum,Chloroflexi,plastic,,
110,Genus,Coolia,plastic,,
110,Phylum,Cyanobacteria,plastic,,
110,Class,Deltaproteobacteria,plastic,,
110,Genus,Devosia,plastic,,
110,Kingdom,Fungi,plastic,,
110,Class,Gammaproteobacteria,plastic,,
110,Kingdom,Haptophyceae,plastic,,
110,Genus,Muricauda,plastic,,
110,Genus,Pelomonas,plastic,,
110,Phylum,Planctomycetes,plastic,,
110,Genus,Prorocentrum,plastic,,
110,Genus,Ralstonia,plastic,,
110,Kingdom,Rhizaria,plastic,,
110,Family,Rhodobacteraceae,plastic,,
110,Genus,Sphingomonas,plastic,,
110,Species,Staphylococcus epidermis,plastic,,
110,Genus,Thalassospira,plastic,,
110,Order,Thiotrichales,plastic,,
110,Kingdom,Viridiplantae,plastic,,
111,Species,Liocarcinus navigator,"plastic, rubber",,
111,Species,Planes minutus,"plastic, rubber",,
112,Genus,Achnanthes,plastic,,
112,Genus,Amphora,plastic,,
112,Genus,Calcidiscus,plastic,,
112,Species,Calcidiscus leptoporus,plastic,,
112,Species,Calyptrosphaera dentata,plastic,,
112,Genus,Ceratium,plastic,,
112,Genus,Ceratoneis,plastic,,
112,Species,Ceratoneis closterium,plastic,,
112,Phylum,Cnidaria,plastic,,
112,Genus,Coccolithophora,plastic,,
112,Genus,Cocconeis,plastic,,
112,Genus,Coolia,plastic,,
112,Species,Coronosphaera mediterranea,plastic,,
112,Genus,Cyclotella,plastic,,
112,Genus,Cymbella,plastic,,
112,Genus,Dinophysis,plastic,,
112,Species,Emiliania huxleyi,plastic,,
112,Genus,Entomoneis,plastic,,
112,Phylum,Foraminifera,plastic,,
112,Kingdom,Fungi,plastic,,
112,Species,Helicosphaera carteri,plastic,,
112,Genus,Heterocapsa,plastic,,
112,Species,Holococcosphaera dentate,plastic,,
112,Class,Hydrozoa,plastic,,
112,Genus,Licmophora,plastic,,
112,Genus,Mastogloia,plastic,,
112,Genus,Navicula,plastic,,
112,Species,Pentapharsodinium tirrenicum,plastic,,
112,Genus,Pleurosigma,plastic,,
112,Class,Polychaeta,plastic,,
112,Species,Prorocentrum lima,plastic,,
112,Species,Prorocentrum micans,plastic,,
112,Species,Prorocentrum minimum,plastic,,
112,Kingdom,Protozoa,plastic,,
112,Species,Rhabdosphaera clavigera,plastic,,
112,Species,Scyphosphaera apsteinii,plastic,,
112,Species,Syracolithus confusus,plastic,,
112,Species,Syracosphaera halldalii,plastic,,
112,Species,Syracosphaera molischii,plastic,,
112,Species,Syracosphaera pulchra,plastic,,
112,Genus,Thalassionema,plastic,,
112,Species,Thalassionema nitzschioides,plastic,,
112,Genus,Umbellosphaera,plastic,,
112,Species,Umbilicosphaera sibogae,plastic,,
112,Species,Zygosphaera hellenica,plastic,,
113,Genus,Achnanthes,"plastic, hard plastic",,
113,Genus,Amphora,"plastic, hard plastic",,
113,Order,Asellota,"plastic, hard plastic",,
113,Phylum,Bryozoa,"plastic, hard plastic",,
113,Species,Calcidiscus leptoporus,"plastic, hard plastic",,
113,Genus,Calciosolenia,"plastic, hard plastic",,
113,Species,Ceratium macroceros,"plastic, hard plastic",,
113,Species,Coccolithus pelagicus,"plastic, hard plastic",,
113,Genus,Cocconeis,"plastic, hard plastic",,
113,Genus,Cymbella,"plastic, hard plastic",,
113,Species,Emiliania huxleyi,"plastic, hard plastic",,
113,Species,Gephyrocapsa oceanica,"plastic, hard plastic",,
113,Genus,Grammatophora,"plastic, hard plastic",,
113,Genus,Halobates,"plastic, hard plastic",,
113,Genus,Haslea,"plastic, hard plastic",,
113,Genus,Lepas,"plastic, hard plastic",,
113,Genus,Licmophora,"plastic, hard plastic",,
113,Genus,Mastogloia,"plastic, hard plastic",,
113,Genus,Microtabella,"plastic, hard plastic",,
113,Species,Minidiscus trioculatus,"plastic, hard plastic",,
113,Genus,Navicula,"plastic, hard plastic",,
113,Genus,Nitzschia,"plastic, hard plastic",,
113,Species,Nitzschia longissima,"plastic, hard plastic",,
113,Species,Thalassionema nitzschioides,"plastic, hard plastic",,var. parva
113,Genus,Thalassiosira,"plastic, hard plastic",,
113,Species,Umbellosphaera tenuis,"plastic, hard plastic",,
113,Species,Umbilicosphaera hulburtiana,"plastic, hard plastic",,
114,Family,Bacillariophycidae,plastic,,
114,Kingdom,Bacteria,plastic,,
