Paper ID,Type,Limit,Site,Lat,Long,Certainty
94,Point,,13,36.77,14.474,1
94,Point,,14,36.764,14.494,1
94,Point,,16,36.745,14.598,1
149,Point,,1,36.738,-3.994,1
94,Point,,17,36.733,14.628,1
165,Point,,2,36.719,34.586,1
168,Point,,2,36.719,34.586,1
96,Point,,1,36.706,-122.287,1
94,Point,,18,36.703,14.658,1
94,Point,,19,36.697,14.687,1
94,Point,,20,36.697,14.732,1
94,Point,,21,36.697,14.757,1
165,Point,,3,36.693,34.748,1
168,Point,,3,36.693,34.748,1
165,Point,,1,36.683,34.542,1
168,Point,,1,36.683,34.542,1
165,Point,,4,36.679,34.894,1
168,Point,,4,36.679,34.894,1
94,Point,,24,36.673,14.911,1
94,Point,,25,36.673,14.98,1
211,Point,,1,36.671,121.505,1
94,Point,,22,36.667,14.712,1
94,Point,,26,36.667,15.025,1
94,Point,,15,36.642,14.484,1
94,Point,,23,36.642,14.702,1
94,Point,,27,36.618,15.06,1
143,Point,,25,36.61,-140.914,2
143,Point,,97,36.61,-140.686,2
143,Point,,104,36.61,-124.229,2
143,Point,,105,36.61,-125.829,2
143,Point,,30,36.407,-125.829,2
151,Point,,11,36.244,-4.175,1
151,Point,,12,36.239,-4.194,1
143,Point,,31,36.203,-126.286,2
149,Point,,2,36.167,-5.41,1
109,Point,,1,36.107,-5.071,2
115,Point,,10,36.032,-139.777,1
143,Point,,98,36,-141.143,2
143,Point,,106,36,-126.743,2
181,Point,,10,35.918,-149.819,2
181,Point,,11,35.918,-146.794,2
181,Point,,12,35.918,-145.766,2
143,Point,,7,35.797,-127.5,2
143,Point,,83,35.797,-127.806,2
115,Point,,9,35.714,-138.101,1
143,Point,,26,35.593,-140.914,2
143,Point,,32,35.593,-128.8,2
143,Point,,33,35.593,-130.4,2
143,Point,,103,35.593,-139.543,2
143,Point,,107,35.593,-128.8,2
90,Point,,2,35.555,24.085,1
90,Point,,1,35.549,24.062,1
143,Point,,8,35.39,-139.318,2
143,Point,,9,35.39,-137.045,2
143,Point,,10,35.39,-133.182,2
143,Point,,85,35.39,-133.276,2
143,Point,,86,35.39,-137.379,2
143,Point,,87,35.39,-139.658,2
143,Point,,88,35.39,-139.658,2
143,Point,,108,35.39,-129.943,2
181,Point,,13,35.374,-142.198,2
181,Point,,14,35.374,-141.23,2
224,Point,,1,35.337,139.749,3
143,Point,,99,35.186,-141.371,2
181,Point,,8,35.102,-151.028,2
181,Point,,9,35.102,-150.423,2
188,Point,,1,35.042,128.704,3
143,Point,,34,34.983,-130.629,2
143,Point,,84,34.983,-129.174,2
201,Point,,28,34.958,-122.332,2
181,Point,,7,34.83,-153.69,2
201,Point,,29,34.792,-121.937,2
115,Point,,11,34.762,-141.732,1
201,Point,,27,34.709,-122.332,2
181,Point,,6,34.626,-154.294,2
201,Point,,26,34.626,-122.174,2
143,Point,,27,34.576,-140.914,2
143,Point,,102,34.576,-140,2
143,Point,,109,34.576,-131.314,2
201,Point,,24,34.543,-122.49,2
201,Point,,25,34.543,-122.253,2
190,Point,,1,34.4,131.383,1
201,Point,,23,34.377,-122.806,2
143,Point,,100,34.373,-141.829,2
181,Point,,5,34.218,-154.597,2
201,Point,,22,34.211,-122.964,2
143,Point,,35,33.966,-132.914,2
143,Point,,36,33.966,-133.6,2
143,Point,,110,33.966,-133.6,2
201,Point,,21,33.961,-122.411,2
201,Point,,20,33.795,-122.569,2
143,Point,,28,33.763,-140.686,2
143,Point,,111,33.763,-134.057,2
115,Point,,13,33.651,-139.218,1
115,Point,,14,33.651,-136.983,1
201,Point,,19,33.629,-122.648,2
143,Point,,37,33.559,-134.286,2
143,Point,,101,33.559,-140,2
143,Point,,112,33.356,-134.971,2
115,Point,,12,33.175,-141.453,1
201,Point,,10,33.13,-121.146,2
201,Point,,9,32.881,-121.621,2
201,Point,,11,32.881,-120.988,2
205,Point,,1,32.796,-79.964,1
146,Point,,14,32.667,-16.731,2
146,Point,,15,32.654,-16.688,2
201,Point,,13,32.632,-120.435,2
201,Point,,14,32.632,-120.119,2
146,Point,,1,32.629,-17.043,2
146,Point,,13,32.625,-16.824,2
146,Point,,11,32.616,-16.881,2
146,Point,,2,32.614,-17,2
146,Point,,12,32.605,-16.847,2
115,Point,,9,32.598,143.714,1
146,Point,,10,32.588,-16.897,2
146,Point,,3,32.585,-16.999,2
146,Point,,4,32.574,-16.964,2
146,Point,,9,32.574,-16.864,2
146,Point,,5,32.567,-16.921,2
143,Point,,38,32.542,-136.8,2
143,Point,,57,32.542,-123.314,2
143,Point,,58,32.542,-124.686,2
143,Point,,59,32.542,-126.514,2
143,Point,,65,32.542,-166.057,2
146,Point,,8,32.537,-16.853,2
146,Point,,6,32.509,-16.882,2
146,Point,,7,32.478,-16.87,2
201,Point,,12,32.382,-120.988,2
115,Point,,15,32.381,-140.056,1
143,Point,,56,32.339,-121.029,2
143,Point,,60,32.339,-128.114,2
201,Point,,15,32.299,-119.565,2
201,Point,,17,32.299,-118.933,2
114,Point,,2,32.226,-156.943,1
115,Point,,20,32.222,-123.855,1
118,Point,,1,32.219,34.815,2
181,Point,,4,32.177,-156.048,2
143,Point,,55,32.136,-118.743,2
143,Point,,61,32.136,-130.629,2
143,Point,,62,32.136,-132.914,2
143,Point,,64,32.136,-134.971,2
225,Point,,3,32.081,121.603,2
115,Point,,16,32.063,-138.101,1
115,Point,,18,32.063,-129.721,1
115,Point,,19,32.063,-127.207,1
115,Point,,21,32.063,-121.061,1
115,Point,,17,31.905,-135.866,1
201,Point,,16,31.884,-119.644,2
115,Point,,8,31.811,145.429,1
201,Point,,18,31.801,-118.617,2
143,Point,,63,31.729,-133.829,2
167,Point,,1,31.628,-41.415,1
225,Point,,2,31.616,121.392,2
115,Point,,1,31.587,-155.14,1
201,Point,,8,31.551,-120.909,2
143,Point,,39,31.525,-137.486,2
143,Point,,81,31.525,-132.821,2
167,Point,,4,31.46,-53.697,1
167,Point,,7,31.46,-53.697,1
114,Point,,1,31.454,-156.857,1
181,Point,,3,31.429,-156.472,2
143,Point,,40,31.322,-139.314,2
143,Point,,79,31.322,-141.026,2
143,Point,,80,31.322,-136.695,2
143,Point,,41,31.119,-139.771,2
143,Point,,78,31.119,-144.672,2
115,Point,,2,30.952,-154.86,1
106,Point,,8,30.915,-133.446,2
143,Point,,82,30.915,-128.718,2
143,Point,,113,30.915,-139.543,2
106,Point,,7,30.72,-135.609,2
106,Point,,10,30.72,-127.437,2
143,Point,,42,30.508,-141.371,2
106,Point,,9,30.231,-131.523,2
143,Point,,114,30.102,-140.686,2
115,Point,,7,29.921,147.714,1
143,Point,,115,29.898,-141.6,2
101,Point,,16,29.823,50.257,1
101,Point,,15,29.619,50.393,1
225,Point,,1,29.508,121.458,2
143,Point,,116,29.492,-144.114,2
101,Point,,14,29.429,50.551,1
143,Point,,43,29.288,-143.429,2
174,Point,,32,29.198,-87.239,1
106,Point,,6,28.96,-139.936,2
143,Point,,44,28.881,-144.343,2
101,Point,,13,28.871,50.844,1
181,Point,,2,28.844,-157.56,2
174,Point,,31,28.752,-87.788,1
101,Point,,12,28.626,51.047,1
174,Point,,35,28.596,-86.035,1
174,Point,,30,28.396,-87.929,1
174,Point,,20,28.373,-89.858,1
174,Point,,34,28.351,-86.336,1
999,Point,,BF-434,28.312,-123.047,1
143,Point,,117,28.271,-144.114,2
110,Point,,7,28.249,-60.936,1
110,Point,,8,28.249,-60.819,1
174,Point,,21,28.24,-89.664,1
999,Point,,BF-152,28.209,-177.332,1
999,Point,,BF-153,28.209,-177.378,1
999,Point,,BF-154,28.209,-177.378,1
999,Point,,BF-155,28.209,-177.332,1
999,Point,,BF-156,28.208,-177.341,1
110,Point,,6,28.192,-60.936,1
174,Point,,29,28.15,-87.558,1
174,Point,,33,28.128,-86.673,1
181,Point,,1,28.027,-157.863,2
174,Point,,22,28.017,-89.522,1
148,Point,,2,28,-17.205,3
106,Point,,2,27.983,-145.705,2
195,Point,,16,27.94,-175.732,2
195,Point,,15,27.936,-175.736,2
195,Point,,17,27.936,-175.73,2
195,Point,,20,27.934,-175.732,2
195,Point,,18,27.932,-175.729,2
195,Point,,19,27.928,-175.729,2
195,Point,,21,27.928,-175.731,2
195,Point,,14,27.888,-175.793,2
174,Point,,19,27.883,-90.23,1
195,Point,,11,27.854,-175.799,2
195,Point,,12,27.854,-175.792,2
195,Point,,13,27.853,-175.79,2
195,Point,,9,27.851,-175.795,2
195,Point,,8,27.85,-175.796,2
195,Point,,7,27.848,-175.799,2
195,Point,,10,27.846,-175.795,2
195,Point,,4,27.841,-175.826,2
174,Point,,28,27.838,-86.761,1
195,Point,,5,27.833,-175.811,2
195,Point,,6,27.832,-175.81,2
195,Point,,3,27.829,-175.818,2
195,Point,,2,27.823,-175.818,2
101,Point,,11,27.796,51.589,1
195,Point,,1,27.792,-175.833,2
106,Point,,3,27.787,-144.743,2
106,Point,,4,27.787,-141.138,2
106,Point,,5,27.787,-140.417,2
174,Point,,27,27.705,-86.973,1
143,Point,,73,27.661,-129.174,2
143,Point,,76,27.661,-141.481,2
174,Point,,23,27.66,-89.274,1
174,Point,,14,27.593,-91.522,1
174,Point,,18,27.549,-89.982,1
184,Point,,1,27.544,-97.285,1
110,Point,,4,27.514,-58.246,1
133,Point,,1,27.483,-80.417,1
110,Point,,5,27.458,-60.585,1
143,Point,,12,27.458,-140.682,2
143,Point,,45,27.458,-146.4,2
143,Point,,46,27.458,-147.771,2
143,Point,,75,27.458,-135.1,2
143,Point,,118,27.458,-146.4,2
174,Point,,1,27.437,-95.646,1
174,Point,,2,27.415,-93.327,1
101,Point,,10,27.306,52.628,1
174,Point,,17,27.281,-89.788,1
174,Point,,26,27.281,-87.221,1
143,Point,,11,27.254,-145.455,2
143,Point,,13,27.254,-135,2
143,Point,,14,27.254,-132.727,2
143,Point,,15,27.254,-129.318,2
174,Point,,12,27.192,-91.522,1
174,Point,,24,27.148,-88.761,1
101,Point,,9,27.102,52.876,1
143,Point,,74,27.051,-132.821,2
143,Point,,77,27.051,-145.128,2
174,Point,,13,27.014,-91.292,1
101,Point,,8,26.993,53.327,1
174,Point,,3,26.992,-93.133,1
174,Point,,11,26.992,-91.929,1
101,Point,,1,26.966,55.698,1
143,Point,,47,26.847,-148.457,2
101,Point,,2,26.816,55.427,1
201,Point,,7,26.814,-112.451,2
174,Point,,25,26.813,-88.106,1
174,Point,,16,26.747,-89.575,1
101,Point,,7,26.721,53.914,1
101,Point,,3,26.707,55.223,1
143,Point,,119,26.644,-147.543,2
115,Point,,6,26.614,152.286,1
110,Point,,2,26.61,-58.246,1
110,Point,,3,26.61,-58.947,1
101,Point,,4,26.531,54.93,1
101,Point,,5,26.49,54.682,1
143,Point,,120,26.441,-148.686,2
174,Point,,8,26.412,-92.106,1
201,Point,,6,26.233,-112.372,2
174,Point,,15,26.212,-89.292,1
101,Point,,6,26.122,54.321,1
174,Point,,7,26.1,-92.283,1
167,Point,,3,26.082,-64.197,1
167,Point,,6,26.082,-64.197,1
167,Point,,9,26.082,-64.197,1
201,Point,,5,26.066,-112.53,2
174,Point,,10,26.056,-91.186,1
174,Point,,9,25.967,-91.593,1
201,Point,,49,25.9,-159.012,2
174,Point,,4,25.877,-93.646,1
143,Point,,48,25.424,-149.143,2
143,Point,,49,25.424,-150.286,2
106,Point,,1,25.344,-146.907,2
201,Point,,50,25.235,-158.379,2
143,Point,,121,25.22,-149.371,2
110,Point,,1,25.141,-57.661,1
201,Point,,51,25.069,-156.957,2
115,Point,,5,25.039,154.286,1
201,Point,,52,24.903,-157.431,2
143,Point,,50,24.814,-151.429,2
143,Point,,122,24.814,-150.743,2
174,Point,,6,24.763,-91.558,1
201,Point,,53,24.488,-157.352,2
154,Point,,2,24.418,118.348,3
143,Point,,123,24.407,-151.657,2
201,Point,,54,24.238,-156.798,2
201,Point,,55,24.155,-155.85,2
115,Point,,4,23.937,155.714,1
201,Point,,56,23.906,-156.008,2
201,Point,,4,23.823,-111.028,2
201,Point,,3,23.74,-110.395,2
174,Point,,5,23.738,-91.504,1
201,Point,,58,23.407,-155.929,2
154,Point,,3,23.402,120.161,3
143,Point,,51,23.39,-151.886,2
143,Point,,52,23.39,-153.486,2
143,Point,,124,23.39,-152.114,2
167,Point,,2,23.292,-65.083,1
167,Point,,5,23.292,-65.083,1
167,Point,,8,23.292,-65.083,1
201,Point,,57,23.241,-156.245,2
143,Point,,125,23.186,-153.943,2
154,Point,,4,23.004,120.129,3
143,Point,,53,22.983,-154.171,2
143,Point,,126,22.983,-154.171,2
201,Point,,2,22.659,-108.972,2
201,Point,,59,22.576,-154.506,2
201,Point,,60,22.41,-155.217,2
999,Point,,BF-144,22.213,-159.366,1
999,Point,,BF-149,22.213,-159.366,1
999,Point,,BF-633,22.213,-159.366,1
999,Point,,BF-34,22.206,-159.341,1
999,Point,,BF-205,22.206,-159.341,1
115,Point,,3,22.205,155.714,1
999,Point,,BF-313,22.113,-159.298,1
999,Point,,BF-539,22.096,-159.306,1
999,Point,,BF-540,22.096,-159.306,1
999,Point,,BF-421,22.095,-159.306,1
999,Point,,BF-627,22.074,-159.316,1
999,Point,,BF-21,22.066,-159.804,1
999,Point,,BF-626,22.059,-159.32,1
999,Point,,BF-204,22,-159.8,1
999,Point,,BF-147,21.993,-159.341,1
999,Point,,BF-315,21.993,-159.341,1
143,Point,,54,21.966,-155.543,2
999,Point,,BF-88,21.705,-158.001,1
999,Point,,BF-87,21.699,-158.023,1
999,Point,,BF-84,21.696,-157.974,1
999,Point,,BF-85,21.696,-157.974,1
999,Point,,BF-25,21.681,-157.942,1
999,Point,,BF-35,21.681,-157.942,1
999,Point,,BF-75,21.668,-157.937,1
999,Point,,BF-158,21.668,-157.937,1
999,Point,,BF-31,21.647,-157.92,1
999,Point,,BF-497,21.647,-157.92,1
999,Point,,BF-209,21.594,-158.106,1
999,Point,,BF-11,21.59,-157.889,1
999,Point,,BF-72,21.59,-157.889,1
999,Point,,BF-20,21.583,-158.198,1
201,Point,,61,21.579,-155.296,2
999,Point,,BF-6,21.566,-157.889,1
999,Point,,BF-253,21.561,-157.872,1
143,Point,,127,21.559,-155.314,2
999,Point,,BF-33,21.46,-157.832,1
999,Point,,BF-143,21.408,-157.74,1
999,Point,,BF-49,21.394,-157.719,1
999,Point,,BF-206,21.347,-157.703,1
999,Point,,BF-311,21.347,-157.703,1
999,Point,,BF-312,21.347,-157.703,1
999,Point,,BF-453,21.347,-157.703,1
999,Point,,BF-27,21.315,-157.662,1
999,Point,,BF-139,21.313,-157.96,1
999,Point,,BF-555,21.298,-157.655,1
999,Point,,BF-257,21.288,-157.667,1
999,Point,,BF-145,21.275,-157.768,1
999,Point,,BF-17,21.271,-157.697,1
999,Point,,BF-142,21.27,-157.695,1
191,Line,W,1,21.193,-157.866,1
191,Line,E,1,21.193,-157.845,1
191,Line,W,2,21.189,-157.884,1
191,Line,E,2,21.189,-157.839,1
191,Line,E,3,21.184,-157.823,1
191,Line,W,3,21.183,-157.87,1
191,Line,W,4,21.174,-157.872,1
191,Line,E,4,21.174,-157.823,1
999,Point,,BF-148,20.938,-156.508,1
999,Point,,BF-96,20.8,-156.7,1
999,Point,,BF-132,20.8,-156.7,1
999,Point,,BF-133,20.8,-156.7,1
999,Point,,BF-242,20.8,-156.9,1
208,Point,,1,20.736,-156.691,1
999,Point,,BF-32,20.605,-156.451,1
999,Point,,BF-41,20.549,-156.552,1
201,Point,,1,20.499,-109.684,2
115,Point,,2,19.843,155.714,1
999,Point,,BF-329,19.698,-156.046,1
999,Point,,BF-19,19.675,-156.029,1
999,Point,,BF-90,19.575,-155.984,1
999,Point,,BF-91,19.504,-155.963,1
115,Point,,1,19.055,157.143,1
999,Point,,BF-54,18.978,-155.616,1
999,Point,,BF-68,18.978,-155.616,1
999,Point,,BF-69,18.978,-155.616,1
999,Point,,BF-70,18.978,-155.616,1
999,Point,,BF-92,18.978,-155.616,1
999,Point,,BF-138,18.978,-155.616,1
148,Point,,6,15.456,-61.255,3
95,Point,,4,15.068,-48.018,1
134,Point,,1,13.126,80.297,1
88,Point,,15,11.021,-74.928,1
88,Point,,14,11.003,-74.953,1
98,Point,,2,10.962,-74.782,1
88,Point,,12,10.946,-75.036,1
88,Point,,13,10.944,-75.043,1
98,Point,,1,10.93,-75.059,1
88,Point,,11,10.901,-75.042,1
88,Point,,10,10.894,-75.053,1
95,Point,,3,10.89,-44.562,1
88,Point,,9,10.884,-75.077,1
88,Point,,8,10.878,-75.084,1
88,Point,,7,10.869,-75.099,1
88,Point,,6,10.858,-75.129,1
88,Point,,5,10.833,-75.152,1
88,Point,,4,10.816,-75.205,1
88,Point,,2,10.795,-75.249,1
88,Point,,3,10.794,-75.221,1
88,Point,,1,10.789,-75.263,1
221,Point,,22,10.173,99.78,1
221,Point,,15,10.125,99.814,1
221,Point,,12,10.123,99.835,1
221,Point,,11,10.122,99.838,1
221,Point,,14,10.122,99.819,1
221,Point,,10,10.121,99.85,1
221,Point,,16,10.12,99.811,1
221,Point,,13,10.117,99.82,1
221,Point,,17,10.115,99.814,1
221,Point,,18,10.113,99.814,1
221,Point,,19,10.11,99.817,1
221,Point,,9,10.106,99.855,1
221,Point,,8,10.102,99.853,1
221,Point,,20,10.094,99.823,1
221,Point,,7,10.09,99.861,1
221,Point,,6,10.081,99.854,1
221,Point,,21,10.08,99.816,1
221,Point,,5,10.069,99.849,1
221,Point,,4,10.068,99.845,1
221,Point,,3,10.064,99.845,1
221,Point,,1,10.06,99.837,1
221,Point,,2,10.059,99.85,1
221,Point,,23,9.999,99.779,1
221,Point,,24,9.946,99.991,1
95,Point,,1,9.384,-21.521,1
154,Point,,1,9.37,-79.968,3
137,Point,,1,9.128,79.466,3
156,Point,,1,8.823,79.585,3
107,Point,,2,7.299,134.416,1
157,Point,,2,7.222,171.055,2
157,Point,,3,7.192,171.094,2
157,Point,,4,7.158,171.163,2
157,Point,,5,7.157,171.203,2
157,Point,,1,7.147,171.027,2
157,Point,,7,7.123,171.357,2
157,Point,,6,7.118,171.316,2
157,Point,,23,7.114,171.095,2
157,Point,,8,7.111,171.367,2
157,Point,,9,7.106,171.372,2
157,Point,,10,7.102,171.382,2
157,Point,,11,7.1,171.376,2
157,Point,,12,7.09,171.38,2
107,Point,,3,7.087,134.259,1
157,Point,,13,7.087,171.378,2
157,Point,,22,7.087,171.129,2
157,Point,,14,7.085,171.374,2
157,Point,,15,7.077,171.343,2
157,Point,,16,7.077,171.331,2
157,Point,,17,7.074,171.323,2
157,Point,,18,7.073,171.318,2
157,Point,,19,7.072,171.314,2
157,Point,,20,7.064,171.288,2
157,Point,,21,7.064,171.275,2
161,Point,,2,6.417,99.783,1
161,Point,,4,6.317,99.8,1
161,Point,,3,6.283,99.717,1
95,Point,,2,5.753,-27.051,1
161,Point,,1,5.367,100.2,1
199,Point,,1,3.761,-77.20059,2
81,Point,,2,1.452,103.778,3
81,Point,,3,1.382,103.951,3
81,Point,,1,1.227,103.853,2
199,Point,,4,-3.704,-77.0956,2
199,Point,,3,-3.723,-77.09971,2
199,Point,,2,-3.793,-77.17478,2
107,Point,,1,-3.86,-33.8,1
148,Point,,8,-7.949,-14.419,3
155,Point,,1,-11.169,129.762,3
113,Point,,9,-11.673,143.765,1
142,Point,,11,-14.265,-38.993,1
142,Point,,10,-14.273,-38.987,1
142,Point,,9,-14.291,-38.978,1
142,Point,,8,-14.307,-38.981,1
142,Point,,7,-14.312,-38.984,1
142,Point,,6,-14.32,-38.987,1
142,Point,,5,-14.343,-38.99,1
142,Point,,4,-14.356,-38.993,1
142,Point,,3,-14.363,-38.993,1
142,Point,,2,-14.371,-39.001,1
142,Point,,1,-14.384,-39.001,1
113,Point,,10,-14.422,145.882,1
113,Point,,11,-15.857,146.118,1
113,Point,,15,-17.649,176.471,1
113,Point,,8,-17.769,120,1
113,Point,,6,-18.127,118.353,1
113,Point,,7,-18.127,118.824,1
113,Point,,5,-18.606,116,1
113,Point,,4,-19.203,116.706,1
113,Point,,3,-19.562,116,1
113,Point,,14,-20.757,171.294,1
113,Point,,2,-20.996,114.118,1
104,Point,,2,-22.687,-43.057,2
104,Point,,1,-22.708,-43.057,2
104,Point,,3,-22.85,-43.117,2
113,Point,,13,-22.908,163.059,1
104,Point,,4,-22.909,-43.117,2
178,Point,,1,-23.671,-70.409,3
113,Point,,12,-23.745,155.529,1
171,Point,,2,-23.933,-130.75,2
171,Point,,1,-24.667,-124.783,2
113,Point,,17,-25.657,153.647,1
113,Point,,16,-26.494,165.412,1
128,Point,,1,-27.073,-109.323,1
128,Point,,2,-27.074,-109.314,1
113,Point,,18,-27.092,154.118,1
213,Point,,1,-27.496,-48.398,2
213,Point,,2,-27.592,-48.425,2
145,Point,,9,-27.607,32.834,1
213,Point,,3,-27.63,-48.449,2
213,Point,,4,-27.745,-48.507,2
215,Point,,14,-28.49,38.58,2
215,Point,,53,-28.53,38.55,2
215,Point,,3,-28.54,38.48,2
215,Point,,44,-28.54,38.48,2
215,Point,,45,-28.54,38.48,2
215,Point,,1,-28.55,38.46,2
215,Point,,18,-28.55,38.46,2
215,Point,,29,-28.55,38.46,2
215,Point,,30,-28.55,38.46,2
215,Point,,42,-28.55,38.48,2
215,Point,,43,-28.55,38.49,2
215,Point,,46,-28.55,38.48,2
215,Point,,21,-28.56,38.52,2
215,Point,,28,-28.56,38.49,2
215,Point,,36,-28.56,38.48,2
215,Point,,37,-28.56,38.49,2
215,Point,,38,-28.56,38.49,2
215,Point,,39,-28.56,38.49,2
215,Point,,40,-28.57,38.5,2
215,Point,,41,-28.57,38.49,2
215,Point,,12,-28.58,38.49,2
215,Point,,13,-28.58,38.49,2
215,Point,,15,-28.58,38.55,2
215,Point,,19,-28.58,38.51,2
215,Point,,20,-28.58,38.49,2
215,Point,,4,-28.59,38.5,2
215,Point,,5,-28.59,38.49,2
215,Point,,6,-28.59,38.49,2
215,Point,,16,-28.59,38.54,2
215,Point,,17,-28.59,38.49,2
215,Point,,26,-28.59,38.52,2
215,Point,,27,-28.59,38.52,2
215,Point,,47,-28.59,38.5,2
215,Point,,51,-28.59,38.51,2
215,Point,,10,-28.6,38.51,2
215,Point,,11,-28.6,38.51,2
215,Point,,31,-28.6,38.5,2
215,Point,,32,-28.6,38.5,2
215,Point,,33,-28.6,38.5,2
215,Point,,34,-28.6,38.5,2
215,Point,,50,-28.6,38.51,2
215,Point,,52,-28.6,38.51,2
206,Point,,21,-28.601,153.593,2
215,Point,,7,-28.61,38.51,2
215,Point,,8,-28.61,38.5,2
215,Point,,9,-28.61,38.51,2
215,Point,,25,-28.61,38.5,2
215,Point,,48,-28.61,38.51,2
215,Point,,49,-28.61,38.5,2
215,Point,,56,-28.61,38.49,2
215,Point,,2,-28.62,38.5,2
215,Point,,23,-28.62,38.51,2
215,Point,,24,-28.62,38.5,2
215,Point,,35,-28.62,38.51,2
215,Point,,54,-28.62,38.49,2
215,Point,,55,-28.62,38.48,2
215,Point,,22,-28.63,38.51,2
206,Point,,20,-28.664,153.641,2
206,Point,,19,-28.724,153.629,2
145,Point,,8,-28.953,31.936,1
206,Point,,18,-29.036,153.46,2
206,Point,,17,-29.083,153.46,2
206,Point,,16,-29.213,153.418,2
138,Point,,1,-29.609,-71.545,1
206,Point,,15,-29.628,153.351,2
138,Point,,2,-29.68,-71.49,1
206,Point,,14,-29.744,153.321,2
138,Point,,3,-29.77,-71.724,1
138,Point,,5,-29.775,-71.486,1
138,Point,,4,-29.782,-71.563,1
138,Point,,6,-29.808,-71.822,1
138,Point,,7,-29.815,-71.469,1
138,Point,,8,-29.863,-71.441,1
206,Point,,13,-29.867,153.285,2
138,Point,,9,-29.874,-71.909,1
138,Point,,10,-29.934,-71.399,1
206,Point,,12,-29.944,153.285,2
138,Point,,11,-29.962,-71.409,1
139,Point,,1,-29.968,-71.381,1
138,Point,,12,-29.969,-71.441,1
138,Point,,15,-29.993,-71.545,1
206,Point,,11,-29.994,153.255,2
138,Point,,14,-30.002,-71.507,1
138,Point,,16,-30.005,-71.594,1
138,Point,,13,-30.007,-71.458,1
206,Point,,10,-30.017,153.225,2
138,Point,,17,-30.055,-71.699,1
113,Point,,19,-30.08,153.647,1
206,Point,,9,-30.09,153.225,2
206,Point,,8,-30.12,153.225,2
206,Point,,7,-30.166,153.218,2
206,Point,,6,-30.196,153.206,2
138,Point,,18,-30.209,-71.731,1
145,Point,,7,-30.224,30.782,1
206,Point,,5,-30.233,153.176,2
206,Point,,4,-30.256,153.17,2
138,Point,,19,-30.301,-71.85,1
206,Point,,3,-30.306,153.14,2
138,Point,,20,-30.329,-71.776,1
206,Point,,2,-30.369,153.134,2
206,Point,,1,-30.489,153.062,2
113,Point,,1,-32.231,114.824,1
113,Point,,20,-32.231,152.941,1
203,Point,,2,-32.441,153.0755,1
203,Point,,3,-32.441,153.3821,1
145,Point,,6,-33.028,27.479,1
113,Point,,21,-33.068,152.471,1
175,Point,,1,-33.834,151.283,3
166,Point,,1,-33.894,-53.506,2
170,Point,,1,-33.923,-53.509,1
145,Point,,5,-33.925,24.882,1
166,Point,,2,-33.994,-53.535,2
145,Point,,4,-34,22.894,1
145,Point,,1,-34.075,18.405,2
203,Point,,1,-34.129,151.2358,1
160,Point,,1,-34.192,18.434,1
145,Point,,2,-34.336,19.206,1
145,Point,,3,-34.636,19.912,1
113,Point,,27,-35.458,136,1
130,Point,,1,-36.48,175.402,2
130,Point,,2,-36.481,175.346,2
130,Point,,3,-36.488,175.33,2
130,Point,,4,-36.492,175.329,2
130,Point,,5,-36.501,175.357,2
130,Point,,6,-36.508,175.416,2
130,Point,,7,-36.517,175.462,2
130,Point,,8,-36.52,175.489,2
130,Point,,9,-36.541,175.44,2
130,Point,,10,-36.549,175.476,2
130,Point,,11,-36.55,175.488,2
130,Point,,12,-36.553,175.494,2
130,Point,,13,-36.556,175.502,2
130,Point,,14,-36.571,175.489,2
130,Point,,15,-36.571,175.473,2
130,Point,,16,-36.593,175.43,2
130,Point,,17,-36.596,175.433,2
130,Point,,18,-36.602,175.462,2
130,Point,,19,-36.608,175.482,2
130,Point,,20,-36.613,175.501,2
130,Point,,21,-36.62,175.512,2
130,Point,,22,-36.63,175.525,2
130,Point,,23,-36.637,175.529,2
130,Point,,24,-36.642,175.528,2
130,Point,,25,-36.648,175.522,2
130,Point,,26,-36.655,175.532,2
130,Point,,27,-36.664,175.556,2
113,Point,,26,-37.49,140,1
113,Point,,25,-38.805,142.824,1
113,Point,,22,-42.629,149.176,1
113,Point,,23,-43.347,148.471,1
113,Point,,24,-44.303,146.118,1
220,Point,,2,-52.17,-59.109,3
148,Point,,7,-52.227,-59.751,3
147,Point,,1,-57.45,-37.75,1
103,Point,,1,-61.291,-54.968,1
103,Point,,2,-61.961,-56.594,1
103,Point,,3,-62.162,-57.597,1
186,Point,,1,-62.198,-58.942,1
103,Point,,4,-62.564,-58.876,1
103,Point,,6,-63.084,-60.501,1
103,Point,,12,-63.117,-64.548,1
103,Point,,5,-63.218,-59.36,1
103,Point,,11,-63.67,-64.167,1
103,Point,,8,-64.374,-63.026,1
103,Point,,10,-64.408,-64.305,1
103,Point,,7,-64.559,-62.473,1
103,Point,,9,-64.927,-63.337,1
183,Point,,1,-67.123,-68.683,3
999,Point,,BF-211,,,1
999,Point,,BF-252,,,1
999,Point,,BF-333,,,1
999,Point,,BF-427,,,1
999,Point,,BF-638,,,1
999,Point,,BF-652,,,1
999,Point,,BF-653,,,1
999,Point,,BF-654,,,1
999,Point,,BF-655,,,1
999,Point,,BF-656,,,1
999,Point,,BF-657,,,1
999,Point,,BF-658,,,1
999,Point,,BF-659,,,1
999,Point,,BF-660,,,1
999,Point,,BF-661,,,1
999,Point,,BF-662,,,1
999,Point,,BF-663,,,1
