Paper ID,Type,Limit,Site,Lat,Long,Certainty
999,Point,,BF-664,,,1
999,Point,,BF-665,,,1
999,Point,,BF-666,,,1
999,Point,,BF-667,,,1
999,Point,,BF-668,,,1
999,Point,,BF-669,,,1
999,Point,,BF-670,,,1
999,Point,,BF-671,,,1
999,Point,,BF-672,,,1
999,Point,,BF-673,,,1
999,Point,,BF-674,,,1
999,Point,,BF-675,,,1
999,Point,,BF-676,,,1
999,Point,,BF-677,,,1
999,Point,,BF-678,,,1
999,Point,,BF-679,,,1
